cik,ticker,fiscal_year,report_date,filing_date,accession,path,error,len_full,len_1A,len_7
0001063761,SPG,2022,2022-12-31,2023-02-23,0001558370-23-001840,data/raw/0001063761/000155837023001840/spg-20221231x10k.htm,,561569,79239,87440
0001063761,SPG,2023,2023-12-31,2024-02-22,0001558370-24-001532,data/raw/0001063761/000155837024001532/spg-20231231x10k.htm,,566791,82449,79463
0001063761,SPG,2024,2024-12-31,2025-02-21,0001558370-25-001271,data/raw/0001063761/000155837025001271/spg-20241231x10k.htm,,580186,82960,82157
0001063761,SPG,2025,2025-12-31,2026-02-25,0001104659-26-019419,data/raw/0001063761/000110465926019419/spg-20251231x10k.htm,,594649,83656,85808
0000732717,T,2008,2008-02-26,2008-02-27,0000732717-08-000012,data/raw/0000732717/000073271708000012/ye10k07.htm,,73098,4599,0
0000732717,T,2009,2009-02-25,2009-02-25,0000732717-09-000007,data/raw/0000732717/000073271709000007/ye10k08.htm,,72536,4219,0
0000732717,T,2010,2010-02-25,2010-02-25,0000732717-10-000013,data/raw/0000732717/000073271710000013/ye09_10k.htm,,76044,5260,0
0000732717,T,2011,2011-12-31,2012-02-24,0000732717-12-000025,data/raw/0000732717/000073271712000025/ye11_10k.htm,,73854,5501,0
0000732717,T,2012,2012-12-31,2013-02-22,0000732717-13-000017,data/raw/0000732717/000073271713000017/ye12_10k.htm,,81015,6164,0
0000732717,T,2013,2013-12-31,2014-02-21,0000732717-14-000010,data/raw/0000732717/000073271714000010/ye13_10k.htm,,81081,5997,0
0000732717,T,2014,2014-12-31,2015-02-20,0000732717-15-000016,data/raw/0000732717/000073271715000016/ye14_10k.htm,,80605,6193,0
0000732717,T,2015,2015-12-31,2016-02-18,0000732717-16-000147,data/raw/0000732717/000073271716000147/ye15_10k.htm,,90192,7103,0
0000732717,T,2016,2016-12-31,2017-02-17,0000732717-17-000021,data/raw/0000732717/000073271717000021/ye16_10k.htm,,90269,7248,0
0000732717,T,2017,2017-12-31,2018-02-20,0000732717-18-000009,data/raw/0000732717/000073271718000009/ye17_10k.htm,,88655,7113,0
0000732717,T,2018,2018-12-31,2019-02-20,0001193125-19-045608,data/raw/0000732717/000119312519045608/d705958d10k.htm,,100799,8113,0
0000732717,T,2019,2019-12-31,2020-02-20,0001562762-20-000064,data/raw/0000732717/000156276220000064/t-20191231.htm,,440734,34021,99962
0000732717,T,2020,2020-12-31,2021-02-25,0000732717-21-000012,data/raw/0000732717/000073271721000012/t-20201231.htm,,478525,45995,114753
0000732717,T,2021,2021-12-31,2022-02-16,0000732717-22-000015,data/raw/0000732717/000073271722000015/t-20211231.htm,,473946,58709,94283
0000732717,T,2022,2022-12-31,2023-02-13,0000732717-23-000011,data/raw/0000732717/000073271723000011/t-20221231.htm,,399222,42615,84825
0000732717,T,2023,2023-12-31,2024-02-23,0000732717-24-000009,data/raw/0000732717/000073271724000009/t-20231231.htm,,388574,42255,74426
0000732717,T,2024,2024-12-31,2025-02-12,0000732717-25-000013,data/raw/0000732717/000073271725000013/t-20241231.htm,,367570,44139,64667
0000732717,T,2025,2025-12-31,2026-02-09,0000732717-26-000120,data/raw/0000732717/000073271726000120/t-20251231.htm,,358525,42571,65414
0000097745,TMO,2007,2007-12-31,2008-02-29,0000097745-08-000043,data/raw/0000097745/000009774508000043/tmok2007.htm,,426146,28638,62769
0000097745,TMO,2008,2008-12-31,2009-02-27,0000097745-09-000011,data/raw/0000097745/000009774509000011/tmok08.htm,,407521,27122,65483
0000097745,TMO,2009,2009-12-31,2010-02-26,0000097745-10-000008,data/raw/0000097745/000009774510000008/tmok2009.htm,,411485,26914,69826
0000097745,TMO,2010,2010-12-31,2011-02-24,0000097745-11-000013,data/raw/0000097745/000009774511000013/tmok2010.htm,,393913,25768,66153
0000097745,TMO,2011,2011-12-31,2012-02-29,0000097745-12-000010,data/raw/0000097745/000009774512000010/tmok11.htm,,375632,27381,71304
0000097745,TMO,2012,2012-12-31,2013-02-27,0000097745-13-000007,data/raw/0000097745/000009774513000007/tmok12.htm,,380298,29906,75342
0000097745,TMO,2013,2013-12-31,2014-02-27,0000097745-14-000014,data/raw/0000097745/000009774514000014/tmok2013.htm,,397618,32119,77713
0000097745,TMO,2014,2014-12-31,2015-02-26,0000097745-15-000007,data/raw/0000097745/000009774515000007/tmok2014.htm,,394654,31731,81701
0000097745,TMO,2015,2015-12-31,2016-02-25,0000097745-16-000043,data/raw/0000097745/000009774516000043/tmo201510k.htm,,365771,29010,72937
0000097745,TMO,2016,2016-12-31,2017-02-28,0000097745-17-000007,data/raw/0000097745/000009774517000007/tmo201610k.htm,,380523,28983,77389
0000097745,TMO,2017,2017-12-31,2018-02-28,0000097745-18-000006,data/raw/0000097745/000009774518000006/a201710k.htm,,376797,33275,71799
0000097745,TMO,2018,2018-12-31,2019-02-27,0000097745-19-000007,data/raw/0000097745/000009774519000007/a201810k.htm,,372558,35873,69091
0000097745,TMO,2019,2019-12-31,2020-02-26,0000097745-20-000009,data/raw/0000097745/000009774520000009/tmo-20191231.htm,,352067,40097,46330
0000097745,TMO,2020,2020-12-31,2021-02-25,0000097745-21-000011,data/raw/0000097745/000009774521000011/tmo-20201231.htm,,344709,43088,41632
0000097745,TMO,2021,2021-12-31,2022-02-24,0000097745-22-000011,data/raw/0000097745/000009774522000011/tmo-20211231.htm,,364051,46201,43959
0000097745,TMO,2022,2022-12-31,2023-02-23,0000097745-23-000008,data/raw/0000097745/000009774523000008/tmo-20221231.htm,,316270,45747,41323
0000097745,TMO,2023,2023-12-31,2024-02-22,0000097745-24-000007,data/raw/0000097745/000009774524000007/tmo-20231231.htm,,318681,48171,40387
0000097745,TMO,2024,2024-12-31,2025-02-20,0000097745-25-000010,data/raw/0000097745/000009774525000010/tmo-20241231.htm,,314866,49223,38548
0000097745,TMO,2025,2025-12-31,2026-02-26,0000097745-26-000018,data/raw/0000097745/000009774526000018/tmo-20251231.htm,,326617,50805,38836
0001283699,TMUS,2007,2007-12-31,2008-02-29,0000950134-08-003844,data/raw/0001283699/000095013408003844/d52882e10vk.htm,,589278,92613,149981
0001283699,TMUS,2008,2008-12-31,2009-03-02,0000950134-09-004227,data/raw/0001283699/000095013409004227/d66548e10vk.htm,,580102,107689,143550
0001283699,TMUS,2009,2009-12-31,2010-03-01,0001193125-10-044780,data/raw/0001283699/000119312510044780/d10k.htm,,618917,153748,132075
0001283699,TMUS,2010,2010-12-31,2011-03-01,0001193125-11-051403,data/raw/0001283699/000119312511051403/d10k.htm,,566560,165915,99519
0001283699,TMUS,2011,2011-12-31,2012-02-29,0001445305-12-000521,data/raw/0001283699/000144530512000521/metropcs10k-2011.htm,,596233,192516,105061
0001283699,TMUS,2012,2012-12-31,2013-03-01,0001283699-13-000031,data/raw/0001283699/000128369913000031/metropcs10k-2012.htm,,967391,279813,107748
0001283699,TMUS,2013,2013-12-31,2014-02-25,0001283699-14-000012,data/raw/0001283699/000128369914000012/tmus12312013form10k.htm,,353757,51416,88080
0001283699,TMUS,2014,2014-12-31,2015-02-19,0001283699-15-000010,data/raw/0001283699/000128369915000010/tmus12312014form10-k.htm,,363586,50373,93096
0001283699,TMUS,2015,2015-12-31,2016-02-17,0001283699-16-000073,data/raw/0001283699/000128369916000073/tmus12312015form10-k.htm,,351670,50902,84654
0001283699,TMUS,2016,2016-12-31,2017-02-14,0001283699-17-000010,data/raw/0001283699/000128369917000010/tmus12312016form10-k.htm,,382764,54574,91892
0001283699,TMUS,2017,2017-12-31,2018-02-08,0001283699-18-000011,data/raw/0001283699/000128369918000011/tmus12312017form10-k.htm,,427799,56719,113075
0001283699,TMUS,2018,2018-12-31,2019-02-07,0001283699-19-000015,data/raw/0001283699/000128369919000015/tmus12312018form10-k.htm,,479467,84866,211860
0001283699,TMUS,2019,2019-12-31,2020-02-06,0001283699-20-000026,data/raw/0001283699/000128369920000026/tmus-20191231.htm,,473834,93807,213006
0001283699,TMUS,2020,2020-12-31,2021-02-23,0001283699-21-000039,data/raw/0001283699/000128369921000039/tmus-20201231.htm,,561260,76349,217114
0001283699,TMUS,2021,2021-12-31,2022-02-11,0001283699-22-000018,data/raw/0001283699/000128369922000018/tmus-20211231.htm,,514446,77233,201108
0001283699,TMUS,2022,2022-12-31,2023-02-14,0001283699-23-000016,data/raw/0001283699/000128369923000016/tmus-20221231.htm,,502803,73114,189553
0001283699,TMUS,2023,2023-12-31,2024-02-02,0001283699-24-000008,data/raw/0001283699/000128369924000008/tmus-20231231.htm,,482812,70846,197663
0001283699,TMUS,2024,2024-12-31,2025-01-31,0001283699-25-000012,data/raw/0001283699/000128369925000012/tmus-20241231.htm,,490492,65063,194995
0001283699,TMUS,2025,2025-12-31,2026-02-11,0001283699-26-000010,data/raw/0001283699/000128369926000010/tmus-20251231.htm,,545658,71389,212647
0001318605,TSLA,2010,2010-12-31,2011-03-03,0001193125-11-054847,data/raw/0001318605/000119312511054847/d10k.htm,,579377,185490,114546
0001318605,TSLA,2011,2011-12-31,2012-02-27,0001193125-12-081990,data/raw/0001318605/000119312512081990/d279413d10k.htm,,557164,177802,89389
0001318605,TSLA,2012,2012-12-31,2013-03-07,0001193125-13-096241,data/raw/0001318605/000119312513096241/d452995d10k.htm,,512114,165583,7541
0001318605,TSLA,2013,2013-12-31,2014-02-26,0001193125-14-069681,data/raw/0001318605/000119312514069681/d668062d10k.htm,,493148,160318,6838
0001318605,TSLA,2014,2014-12-31,2015-02-26,0001564590-15-001031,data/raw/0001318605/000156459015001031/tsla-10k_20141231.htm,,420424,0,0
0001318605,TSLA,2015,2015-12-31,2016-02-24,0001564590-16-013195,data/raw/0001318605/000156459016013195/tsla-10k_20151231.htm,,341256,0,0
0001318605,TSLA,2016,2016-12-31,2017-03-01,0001564590-17-003118,data/raw/0001318605/000156459017003118/tsla-10k_20161231.htm,,553788,0,0
0001318605,TSLA,2017,2017-12-31,2018-02-23,0001564590-18-002956,data/raw/0001318605/000156459018002956/tsla-10k_20171231.htm,,537057,0,0
0001318605,TSLA,2018,2018-12-31,2019-02-19,0001564590-19-003165,data/raw/0001318605/000156459019003165/tsla-10k_20181231.htm,,606646,165637,0
0001318605,TSLA,2019,2019-12-31,2020-02-13,0001564590-20-004475,data/raw/0001318605/000156459020004475/tsla-10k_20191231.htm,,542272,93780,83775
0001318605,TSLA,2020,2020-12-31,2021-02-08,0001564590-21-004599,data/raw/0001318605/000156459021004599/tsla-10k_20201231.htm,,517051,83875,89642
0001318605,TSLA,2021,2021-12-31,2022-02-07,0000950170-22-000796,data/raw/0001318605/000095017022000796/tsla-20211231.htm,,452257,87455,59703
0001318605,TSLA,2022,2022-12-31,2023-01-31,0000950170-23-001409,data/raw/0001318605/000095017023001409/tsla-20221231.htm,,411135,82556,56318
0001318605,TSLA,2023,2023-12-31,2024-01-29,0001628280-24-002390,data/raw/0001318605/000162828024002390/tsla-20231231.htm,,397585,79215,49221
0001318605,TSLA,2024,2024-12-31,2025-01-30,0001628280-25-003063,data/raw/0001318605/000162828025003063/tsla-20241231.htm,,385436,79732,48658
0001318605,TSLA,2025,2025-12-31,2026-01-29,0001628280-26-003952,data/raw/0001318605/000162828026003952/tsla-20251231.htm,,395327,83740,55454
0000097476,TXN,2007,2007-12-31,2008-02-26,0001193125-08-038572,data/raw/0000097476/000119312508038572/d10k.htm,,83970,15205,0
0000097476,TXN,2008,2008-12-31,2009-02-24,0001206774-09-000314,data/raw/0000097476/000120677409000314/texas_10k.htm,,73497,14883,0
0000097476,TXN,2009,2009-12-31,2010-02-23,0001140361-10-007923,data/raw/0000097476/000114036110007923/form10k.htm,,78322,16547,0
0000097476,TXN,2010,2010-12-31,2011-02-25,0001140361-11-012312,data/raw/0000097476/000114036111012312/form10-k.htm,,78130,16707,0
0000097476,TXN,2011,2011-12-31,2012-02-24,0000097476-12-000010,data/raw/0000097476/000009747612000010/txn-12312011x10xk.htm,,80152,18766,0
0000097476,TXN,2012,2012-12-31,2013-02-22,0000097476-13-000009,data/raw/0000097476/000009747613000009/txn-12312012x10xk.htm,,83411,19904,0
0000097476,TXN,2013,2013-12-31,2014-02-24,0000097476-14-000007,data/raw/0000097476/000009747614000007/txn-12312013x10xk.htm,,81064,21477,0
0000097476,TXN,2014,2014-12-31,2015-02-24,0000097476-15-000003,data/raw/0000097476/000009747615000003/txn-12312014x10xk.htm,,224421,22771,35223
0000097476,TXN,2015,2015-12-31,2016-02-24,0001564590-16-013126,data/raw/0000097476/000156459016013126/txn-10k_20151231.htm,,209921,23855,29602
0000097476,TXN,2016,2016-12-31,2017-02-23,0001564590-17-002142,data/raw/0000097476/000156459017002142/txn-10k_20161231.htm,,208034,22998,28445
0000097476,TXN,2017,2017-12-31,2018-02-22,0001564590-18-002832,data/raw/0000097476/000156459018002832/txn-10k_20171231.htm,,205563,24089,27782
0000097476,TXN,2018,2018-12-31,2019-02-22,0001564590-19-003839,data/raw/0000097476/000156459019003839/txn-10k_20181231.htm,,201830,24543,25310
0000097476,TXN,2019,2019-12-31,2020-02-20,0000097476-20-000009,data/raw/0000097476/000009747620000009/txn-20191231.htm,,192378,8190,22277
0000097476,TXN,2020,2020-12-31,2021-02-05,0000097476-21-000006,data/raw/0000097476/000009747621000006/txn-20201231.htm,,191544,25652,21375
0000097476,TXN,2021,2021-12-31,2022-02-04,0000097476-22-000009,data/raw/0000097476/000009747622000009/txn-20211231.htm,,180573,25477,17496
0000097476,TXN,2022,2022-12-31,2023-02-03,0000097476-23-000007,data/raw/0000097476/000009747623000007/txn-20221231.htm,,183483,25686,17971
0000097476,TXN,2023,2023-12-31,2024-02-02,0000097476-24-000007,data/raw/0000097476/000009747624000007/txn-20231231.htm,,185572,26787,16398
0000097476,TXN,2024,2024-12-31,2025-02-14,0000097476-25-000007,data/raw/0000097476/000009747625000007/txn-20241231.htm,,183329,26714,14875
0000097476,TXN,2025,2025-12-31,2026-02-06,0000097476-26-000059,data/raw/0000097476/000009747626000059/txn-20251231.htm,,189165,27435,18565
0001543151,UBER,2019,2019-12-31,2020-03-02,0001543151-20-000010,data/raw/0001543151/000154315120000010/fy2019q410kfinancialst.htm,,673031,234526,0
0001543151,UBER,2020,2020-12-31,2021-03-01,0001543151-21-000014,data/raw/0001543151/000154315121000014/uber-20201231.htm,,747993,231524,0
0001543151,UBER,2021,2021-12-31,2022-02-24,0001543151-22-000008,data/raw/0001543151/000154315122000008/uber-20211231.htm,,711791,232037,12052
0001543151,UBER,2022,2022-12-31,2023-02-21,0001543151-23-000010,data/raw/0001543151/000154315123000010/uber-20221231.htm,,682873,224323,8494
0001543151,UBER,2023,2023-12-31,2024-02-15,0001543151-24-000012,data/raw/0001543151/000154315124000012/uber-20231231.htm,,654613,231334,4662
0001543151,UBER,2024,2024-12-31,2025-02-14,0001543151-25-000008,data/raw/0001543151/000154315125000008/uber-20241231.htm,,618346,229781,4663
0001543151,UBER,2025,2025-12-31,2026-02-13,0001543151-26-000015,data/raw/0001543151/000154315126000015/uber-20251231.htm,,605951,232155,4663
0000731766,UNH,2007,2007-12-31,2008-02-21,0001193125-08-035391,data/raw/0000731766/000119312508035391/d10k.htm,,352526,0,122527
0000731766,UNH,2008,2008-12-31,2009-02-11,0001193125-09-025587,data/raw/0000731766/000119312509025587/d10k.htm,,390835,72276,72503
0000731766,UNH,2009,2009-12-31,2010-02-10,0001193125-10-027229,data/raw/0000731766/000119312510027229/d10k.htm,,377289,51457,72833
0000731766,UNH,2010,2010-12-31,2011-02-10,0001193125-11-030615,data/raw/0000731766/000119312511030615/d10k.htm,,394805,61729,73798
0000731766,UNH,2011,2011-12-31,2012-02-09,0000731766-12-000009,data/raw/0000731766/000073176612000009/unh2011123110k.htm,,412065,68615,90894
0000731766,UNH,2012,2012-12-31,2013-02-07,0000731766-13-000005,data/raw/0000731766/000073176613000005/unh2012123110-k.htm,,424235,69935,8868
0000731766,UNH,2013,2013-12-31,2014-02-12,0000731766-14-000008,data/raw/0000731766/000073176614000008/unh2013123110-k.htm,,397584,65816,132095
0000731766,UNH,2014,2014-12-31,2015-02-10,0000731766-15-000007,data/raw/0000731766/000073176615000007/unh2014123110-k.htm,,388385,62374,84696
0000731766,UNH,2015,2015-12-31,2016-02-09,0000731766-16-000058,data/raw/0000731766/000073176616000058/unh2015123110-k.htm,,373048,61194,61276
0000731766,UNH,2016,2016-12-31,2017-02-08,0000731766-17-000009,data/raw/0000731766/000073176617000009/unh2016123110-k.htm,,355672,60630,118578
0000731766,UNH,2017,2017-12-31,2018-02-13,0000731766-18-000005,data/raw/0000731766/000073176618000005/unh2017123110-k.htm,,324134,60389,119407
0000731766,UNH,2018,2018-12-31,2019-02-12,0000731766-19-000005,data/raw/0000731766/000073176619000005/unh2018123110-k.htm,,315719,61075,118795
0000731766,UNH,2019,2019-12-31,2020-02-14,0000731766-20-000006,data/raw/0000731766/000073176620000006/unh2019123110-k.htm,,315548,61410,117637
0000731766,UNH,2020,2020-12-31,2021-03-01,0000731766-21-000013,data/raw/0000731766/000073176621000013/unh-20201231.htm,,319401,66374,111967
0000731766,UNH,2021,2021-12-31,2022-02-15,0000731766-22-000008,data/raw/0000731766/000073176622000008/unh-20211231.htm,,317709,68073,112409
0000731766,UNH,2022,2022-12-31,2023-02-24,0000731766-23-000008,data/raw/0000731766/000073176623000008/unh-20221231.htm,,303296,66035,101327
0000731766,UNH,2023,2023-12-31,2024-02-28,0000731766-24-000081,data/raw/0000731766/000073176624000081/unh-20231231.htm,,311606,66290,107066
0000731766,UNH,2024,2024-12-31,2025-02-27,0000731766-25-000063,data/raw/0000731766/000073176625000063/unh-20241231.htm,,315887,65722,105437
0000731766,UNH,2025,2025-12-31,2026-03-02,0000731766-26-000062,data/raw/0000731766/000073176626000062/unh-20251231.htm,,330742,66933,106168
0000100885,UNP,2007,2007-12-31,2008-02-28,0001193125-08-041700,data/raw/0000100885/000119312508041700/d10k.htm,,272729,15083,89939
0000100885,UNP,2008,2008-12-31,2009-02-06,0001193125-09-021370,data/raw/0000100885/000119312509021370/d10k.htm,,290670,17546,92494
0000100885,UNP,2009,2009-12-31,2010-02-05,0001193125-10-023294,data/raw/0000100885/000119312510023294/d10k.htm,,316152,17384,103676
0000100885,UNP,2010,2010-12-31,2011-02-04,0001193125-11-024531,data/raw/0000100885/000119312511024531/d10k.htm,,315357,17273,102797
0000100885,UNP,2011,2011-12-31,2012-02-03,0001193125-12-038569,data/raw/0000100885/000119312512038569/d288752d10k.htm,,317057,17396,101474
0000100885,UNP,2012,2012-12-31,2013-02-08,0001193125-13-045658,data/raw/0000100885/000119312513045658/d477110d10k.htm,,310104,17585,99502
0000100885,UNP,2013,2013-12-31,2014-02-07,0001193125-14-040752,data/raw/0000100885/000119312514040752/d668613d10k.htm,,314986,20438,95931
0000100885,UNP,2014,2014-12-31,2015-02-06,0001193125-15-037518,data/raw/0000100885/000119312515037518/d865355d10k.htm,,312897,21098,92663
0000100885,UNP,2015,2015-12-31,2016-02-05,0000100885-16-000260,data/raw/0000100885/000010088516000260/unp-20151231x10k.htm,,319072,0,0
0000100885,UNP,2016,2016-12-31,2017-02-03,0000100885-17-000056,data/raw/0000100885/000010088517000056/unp-20161231x10k.htm,,298505,0,0
0000100885,UNP,2017,2017-12-31,2018-02-09,0000100885-18-000048,data/raw/0000100885/000010088518000048/unp-20171231x10k.htm,,303151,0,0
0000100885,UNP,2018,2018-12-31,2019-02-08,0000100885-19-000060,data/raw/0000100885/000010088519000060/unp-20181231x10k.htm,,306244,0,0
0000100885,UNP,2019,2019-12-31,2020-02-07,0000100885-20-000065,data/raw/0000100885/000010088520000065/unp-20191231x10k.htm,,299008,0,0
0000100885,UNP,2020,2020-12-31,2021-02-05,0000100885-21-000068,data/raw/0000100885/000010088521000068/unp-20201231x10k.htm,,312991,0,0
0000100885,UNP,2021,2021-12-31,2022-02-04,0001437749-22-002494,data/raw/0000100885/000143774922002494/unp20211231_10k.htm,,283657,29895,63025
0000100885,UNP,2022,2022-12-31,2023-02-10,0001437749-23-002959,data/raw/0000100885/000143774923002959/unp20221231_10k.htm,,285051,30102,60628
